Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2019 Honda Odyssey 2.4 Prestige MPV,Honda,Odyssey Prestige,350000000.0,2019,97500,DKI Jakarta,6,0.030305866496948698,339704947.22116244,639214790.0165068,658586748.1056222,49918307.13255739,7.809316666666666,51431124.68427036
2017 Mitsubishi Mirage 1.2 GLS Hatchback,Mitsubishi,Mirage GLS,116000000.0,2017,102500,Jawa Timur,8,0.0380879806953157,111743900.47585632,259587485.13238975,269474648.2548577,18480448.082066678,7.1191598749999985,19184331.031857215
2017 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,305000000.0,2017,70000,DKI Jakarta,8,0.0380879806953157,293809393.49255323,682536060.0463696,708532480.3252724,48590833.31922704,7.1191598749999985,50441560.040659055
2023 Daihatsu Ayla 1.2 R ADS Hatchback,Daihatsu,Ayla R ADS,144000000.0,2023,27500,Jawa Timur,2,0.036701314237700705,138902110.0121639,171484086.43477026,177777777.77777776,16290988.211303174,9.5,16888888.88888888
2010 Toyota Avanza 1.3 G MPV,Toyota,Avanza G,96000000.0,2010,202500,Jawa Timur,15,0.0513420400767928,91311862.68646492,443495850.2461799,466265831.96341056,23478932.503980998,5.294059119369007,24684388.797560703
2009 Toyota Avanza 1.3 G MPV,Toyota,Avanza G,99000000.0,2009,157500,Jawa Timur,16,0.0438641555014731,94839926.70716844,511812700.57253206,534262932.4580745,26060798.366585225,5.091862381967599,27203933.278629657
2016 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,93000000.0,2016,42500,Jawa Timur,9,0.035258051568793,89832674.91527463,231873835.96347332,240049255.62932733,15782351.227577634,6.806439011111111,16338806.18103637
2018 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,220000000.0,2018,97500,Jawa Timur,7,0.031983464156241,213181710.40644917,445709998.13389784,459965347.88329166,33218326.818206955,7.452901428571428,34280763.98332738
2022 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,157000000.0,2022,12500,Jawa Timur,3,0.042094638340216504,150658101.69607994,206664062.6832372,215363511.65980792,18668653.66238575,9.03333333333333,19454503.88660264
2018 Daihatsu Sigra 1.2 R MPV,Daihatsu,Sigra R,109000000.0,2018,87500,Jawa Timur,7,0.031983464156241,105621847.42864981,220829044.52997667,227891922.36035815,16458171.014475266,7.452901428571428,16984560.33719402
2014 Toyota Agya 1.0 G Hatchback,Toyota,Agya G,97000000.0,2014,127500,Jawa Timur,11,0.0639492540819922,91169761.7417802,290524803.4251621,309103647.8965186,18123185.60758017,6.238085490090908,19282149.808774415
2013 Ford Focus 1.6 Trend Hatchback,Ford,Focus Trend,117000000.0,2013,72500,Jawa Timur,12,0.06412513301564181,109949475.27311169,389298784.55013615,414262620.8922413,23279109.106418703,5.979753862658332,24771885.07435344
2020 Honda Brio 1.2 Satya S Hatchback,Honda,Brio Satya S,137000000.0,2020,37500,Jawa Timur,5,0.019209680056685,134417875.61552647,227637852.65716007,232010702.97549492,18643995.408326723,8.190199999999999,19002140.595098983
1980 Toyota Land Cruiser 4.2 Fj40 Hardtop SUV,Toyota,Land Cruiser Fj40 Hardtop,250000000.0,1980,147500,Jawa Timur,45,0.18035430161689298,211800812.39805773,1482605686.7864041,1750000000.0,28240108.319741033,1.9047619047619049,33333333.333333332
2019 Daihatsu Ayla 1.2 R Deluxe Hatchback,Daihatsu,Ayla R Deluxe,116000000.0,2019,77500,Jawa Timur,6,0.030305866496948698,112587925.36472812,211854044.69118512,218274465.08643478,16544353.221076166,7.809316666666666,17045744.181072462
2011 Honda Freed 1.5 Power Sliding Door MPV,Honda,Freed Power Sliding Door,115000000.0,2011,89000,DKI Jakarta,14,0.053560477898215,109153676.90084347,477137155.9878476,502692850.0855519,26284534.220500298,5.508800538931357,27692346.43468228
2021 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,245000000.0,2021,46000,DKI Jakarta,4,0.015601299052567299,241236398.79995745,367682363.66401076,373418686.1758878,31611491.216013327,8.5975,32104671.543971956
2013 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,155000000.0,2013,12000,DKI Jakarta,12,0.06412513301564181,145659561.25925052,515737706.02795815,548809455.028183,30839845.397392303,5.979753862658333,32817454.585681915
2023 Toyota Yaris Cross 1.5 S HV SUV,Toyota,Yaris Cross S HV,345000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,332786305.23747605,410847290.41663706,425925925.9259259,39030492.589580506,9.499999999999996,40462962.962962955
2016 Mazda CX-5 2.5 Grand Touring SUV,Mazda,CX-5 Grand Touring,225000000.0,2016,92500,DKI Jakarta,9,0.035258051568793,217337116.73050314,560985087.0084032,580764328.1354693,38183107.80865556,6.806439011111111,39529369.79282992
2021 Honda City 1.5 RS Hatchback,Honda,City RS,207000000.0,2021,47500,DKI Jakarta,4,0.015601299052567299,203820141.02690282,310654078.6875519,315500685.8710562,26708484.415162273,8.5975,27125171.46776405
2018 Honda HR-V 1.5 E SUV,Honda,HR-V E,190000000.0,2018,67000,DKI Jakarta,7,0.031983464156241,184111477.16920608,384931362.0247299,397242800.4446609,28688554.979360547,7.452901428571428,29606114.34923727
2018 Mazda CX-5 2.5 Elite SUV,Mazda,CX-5 Elite,305000000.0,2018,62000,DKI Jakarta,7,0.031983464156241,295547371.2453045,617916133.7765402,637679232.2927452,46052680.36160509,7.452901428571428,47525604.61324932
2019 Daihatsu Xenia 1.3 R MPV,Daihatsu,Xenia R,153000000.0,2019,87500,Banten,6,0.030305866496948698,148499591.21382245,279428179.6357873,287896492.74331486,21821431.403660808,7.809316666666666,22482748.79055248
2021 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,145000000.0,2021,22500,DKI Jakarta,4,0.015601299052567299,142772562.55507687,217607929.51543495,221002895.90001523,18708841.74008952,8.5975,19000723.97500381
2019 Mitsubishi Xpander Cross 1.5 MPV,Mitsubishi,Xpander Cross,225000000.0,2019,37500,Banten,6,0.030305866496948698,218381751.78503302,410923793.58204013,423377195.21075714,32090340.299501184,7.809316666666666,33062865.868459523
2019 Daihatsu Xenia 1.3 R MPV,Daihatsu,Xenia R,154000000.0,2019,87500,Jawa Barat,6,0.030305866496948698,149470176.77731147,281254507.607263,289778169.16647375,21964055.13832526,7.809316666666668,22629694.86107896
2020 Mitsubishi Xpander Cross 1.5 Premium MPV,Mitsubishi,Xpander Cross Premium,205000000.0,2020,103000,DKI Jakarta,5,0.019209680056685,201136237.23491186,340625983.9030497,347169300.07282084,27897949.33362757,8.190199999999997,28433860.014564168
2015 Nissan Serena 2.0 Highway Star MPV,Nissan,Serena Highway Star,150000000.0,2015,102000,DKI Jakarta,10,0.0636312113115612,141026324.1664706,404459547.67385274,430195798.6188661,26343322.350738216,6.513215599,28019579.86188661
2014 Nissan Teana 2.5 XV Sedan,Nissan,Teana XV,150000000.0,2014,103000,DKI Jakarta,11,0.0639492540819922,140984167.64192817,449265159.9358177,477995331.79874015,28025544.753989957,6.238085490090908,29817757.436249103
2019 Daihatsu Xenia 1.3 R MPV,Daihatsu,Xenia R,152000000.0,2019,87500,Jawa Barat,6,0.030305866496948698,147529005.6503334,277601851.6643115,286014816.3201559,21678807.668996353,7.809316666666664,22335802.720025986
2020 BMW X7 3.0 xDrive40i Pure Excellence Wagon,BMW,X7 xDrive40i Pure Excellence,1250000000.0,2020,17500,DKI Jakarta,5,0.019209680056685,1226440470.9445844,2076987706.7259128,2116885976.0537856,170109447.15626568,8.190199999999999,173377195.2107571
2022 Toyota Raize 1.0 GR Sport TSS (2 Tone) SUV,Toyota,Raize GR Sport TSS (2 Tone),205000000.0,2022,15000,DKI Jakarta,3,0.042094638340216504,196719177.37386236,269847979.936711,281207133.0589849,24376267.520949554,9.033333333333331,25402377.686328292
2016 Porsche Macan 2.0 SUV,Porsche,Macan,660000000.0,2016,32500,DKI Jakarta,9,0.035258051568793,637522209.0761425,1645556255.2246492,1703575362.5307097,112003782.90538962,6.8064390111111095,115952818.05896775
2023 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,137000000.0,2023,7500,Jawa Barat,2,0.036701314237700705,132149924.10879484,163148054.45530227,169135802.46913582,15499065.173253715,9.5,16067901.23456791
2017 Suzuki Ertiga 1.4 GL MPV,Suzuki,Ertiga GL,115000000.0,2017,154000,DKI Jakarta,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2019 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,245000000.0,2019,72000,DKI Jakarta,6,0.030305866496948698,237793463.0548137,447450353.0115548,461010723.67393553,34942814.99279018,7.809316666666666,36001787.278989255
2022 Toyota Kijang Innova 2.4 G MPV,Toyota,Kijang Innova G,343000000.0,2022,31000,DKI Jakarta,3,0.042094638340216504,329144769.94748676,451501742.0404482,470507544.5816186,40785657.36432048,9.033333333333331,42502514.86053953
2024 Wuling Binguo EV 333 Long Range AC/DC Hatchback,Wuling,Binguo EV 333 Long Range AC/DC,257000000.0,2024,2500,DKI Jakarta,1,0.0226,251320164.28711128,279244626.9856792,285555555.5555555,27924462.698567927,10.000000000000002,28555555.555555522
2019 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,369000000.0,2019,42500,DKI Jakarta,6,0.030305866496948698,358146072.9274541,673915021.4745457,694338600.1456416,52628158.091181934,7.809316666666664,54223100.0242736
2024 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,189500000.0,2024,7500,Banten,1,0.0226,185311949.93154705,205902166.59060782,210555555.55555555,20590216.659060776,9.999999999999998,21055555.555555552
2015 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,1195000000.0,2015,82500,DKI Jakarta,10,0.0636312113115612,1123509715.859549,3222194396.46836,3427226528.9969664,209868468.06088108,6.513215598999998,223222652.89969665
2015 Mitsubishi Delica 2.0 D5 MPV,Mitsubishi,Delica D5,9165000000.0,2015,147500,DKI Jakarta,10,0.0636312113115612,8616708406.571354,24712478362.872402,26284963295.612717,1609576995.6301048,6.513215598999998,1711996329.5612717
2013 Suzuki Swift 1.4 GX Hatchback,Suzuki,Swift GX,129000000.0,2013,132500,DKI Jakarta,12,0.06412513301564181,121226344.53189237,429226865.0168168,456751094.8299071,25666710.04041037,5.979753862658333,27312591.235825595
2016 Nissan X-Trail 2.5 SUV,Nissan,X-Trail,4169000000.0,2016,112500,DKI Jakarta,9,0.035258051568793,4027015287.330967,10394430345.502367,10760917706.652317,707490562.0190444,6.8064390111111095,732435300.7391464
2015 Daihatsu Terios 1.5 R SUV,Daihatsu,Terios R,6139000000.0,2015,107500,DKI Jakarta,10,0.0636312113115612,5771737360.386419,16553181087.798544,17606480051.47479,1078144372.7412124,6.513215598999998,1146748005.1474788
2012 Toyota Alphard 2.4 G MPV,Toyota,Alphard G,1245000000.0,2012,127500,DKI Jakarta,13,0.0427949999641975,1193906760.238345,4696970024.665732,4897976856.703139,269466404.9559529,5.737026285900769,280998219.74639535
2019 Hyundai Santa Fe 2.2 Grand CRDi SUV,Hyundai,Santa Fe Grand CRDi,376500000.0,2019,67500,Banten,6,0.030305866496948698,365425464.6536219,687612481.2606138,708451173.3193336,53697836.10116532,7.809316666666666,55325195.55322226
2023 BMW 430i 2.0 M Sport Pro Coupe,BMW,430i M Sport Pro,1325000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,1278092331.709147,1577891767.5421567,1635802469.1358023,149899717.91650486,9.499999999999998,155401234.56790113
2023 Honda Civic 1.5 RS Sedan,Honda,Civic RS,462500000.0,2023,17500,Banten,2,0.036701314237700705,446126568.615457,550773541.5005642,570987654.3209877,52323486.44255361,9.500000000000002,54243827.16049385
2022 Honda BR-V 1.5 Prestige Honda Sensing SUV,Honda,BR-V Prestige Honda Sensing,220000000.0,2022,17500,Banten,3,0.042094638340216504,211113263.52316937,289592954.0784216,301783264.7462277,26159896.851750743,9.033333333333331,27261088.24874256
2018 Nissan X-Trail 2.5 X-Tremer SUV,Nissan,X-Trail X-Tremer,209000000.0,2018,72500,DKI Jakarta,7,0.031983464156241,202522624.8861267,423424498.22720295,436967080.48912704,31557410.47729661,7.452901428571428,32566725.784161005
2017 Toyota Kijang Innova 2.0 V MPV,Toyota,Kijang Innova V,237000000.0,2017,68000,DKI Jakarta,8,0.0380879806953157,228304348.3860168,530364086.0032446,550564583.0724249,37757467.202153474,7.1191598749999985,39195572.88405311
2023 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,164000000.0,2023,42500,Banten,2,0.036701314237700705,158194069.73607555,195301320.66182166,202469135.8024691,18553625.462873057,9.499999999999998,19234567.901234552
2017 Toyota Kijang Innova 2.0 Venturer MPV,Toyota,Kijang Innova Venturer,283000000.0,2017,76000,DKI Jakarta,8,0.0380879806953157,272616584.78161496,633303950.7971232,657425219.4493511,45085920.75193853,7.1191598749999985,46803152.431168884
2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista (Premium Color) MPV,Toyota,Kijang Innova Zenix Q HV TSS Modellista (Premium Color),517000000.0,2023,39000,DKI Jakarta,2,0.036701314237700705,498697158.86311626,615675504.7692792,638271604.9382715,58489172.95308149,9.499999999999993,60635802.46913576
2023 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,165000000.0,2023,42500,Jawa Barat,2,0.036701314237700705,159158667.72227114,196492182.37317425,203703703.7037037,18666757.325451553,9.5,19351851.85185185
2017 Toyota Sienta 1.5 Q MPV,Toyota,Sienta Q,162000000.0,2017,78000,DKI Jakarta,8,0.0380879806953157,156056136.8714545,362527349.9262684,376335284.631784,25808901.631851736,7.1191598749999985,26791910.578973003
2023 Honda WR-V 1.5 RS Honda Sensing SUV,Honda,WR-V RS Honda Sensing,245000000.0,2023,22500,DKI Jakarta,2,0.036701314237700705,236326506.61791778,291761119.28137994,302469135.80246913,27717306.33173108,9.499999999999996,28734567.901234567
2023 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,166000000.0,2023,42500,Jawa Barat,2,0.036701314237700705,160123265.70846674,197683044.08452684,204938271.60493827,18779889.18803005,9.5,19469135.802469134
2013 Toyota Vellfire 2.4 ZG MPV,Toyota,Vellfire ZG,290000000.0,2013,105000,DKI Jakarta,12,0.06412513301564181,272524340.42053324,964928611.2781153,1026804786.826923,57700355.90479851,5.979753862658333,61400398.902243584
2021 Toyota Veloz 1.5 Q MPV,Toyota,Veloz Q,205000000.0,2021,61000,DKI Jakarta,4,0.015601299052567299,201850864.30200523,307652590.00458044,312452370.06553876,26450431.4256438,8.5975,26863092.51638469
2017 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,115000000.0,2017,52500,DKI Jakarta,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2022 Mitsubishi Xpander 1.5 Sport MPV,Mitsubishi,Xpander Sport,215000000.0,2022,61000,DKI Jakarta,3,0.042094638340216504,206315234.8067337,283011296.03118473,294924554.1838134,25565353.741483677,9.03333333333333,26641518.06127113
2020 Toyota Rush 1.5 G SUV,Toyota,Rush G,194000000.0,2020,37500,Sumatera Selatan,5,0.019209680056685,190343561.0905995,322348492.0838617,328540703.48354757,26400986.19865244,8.190199999999999,26908140.696709514
2016 Mazda CX-5 2.5 Grand Touring SUV,Mazda,CX-5 Grand Touring,205000000.0,2016,87500,DKI Jakarta,9,0.035258051568793,198018261.91001397,511119745.94098955,529140832.30120534,34789053.78121951,6.806439011111111,36015648.03346726
2018 Suzuki Baleno 1.4 Hatchback,Suzuki,Baleno,149000000.0,2018,72500,Jawa Barat,7,0.031983464156241,144382158.41164058,301867226.0088672,311521985.61186576,22497866.7996038,7.452901428571426,23217426.51598082
2018 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,183000000.0,2018,80000,DKI Jakarta,7,0.031983464156241,177328422.74718273,370749680.26592416,382607539.3756472,27631608.21696306,7.452901428571428,28515362.7679496
2021 Renault Kwid 1.0 Climber Hatchback,Renault,Kwid Climber,100000000.0,2021,32500,DKI Jakarta,4,0.015601299052567299,98463836.2448806,150074434.1485758,152415790.27587256,12902649.475923803,8.597499999999998,13103947.56896814
2021 Toyota Avanza 1.5 G TSS MPV,Toyota,Avanza G TSS,202000000.0,2021,52500,Banten,4,0.015601299052567299,198896949.2146588,303150356.98012316,307879896.3572626,26063351.94136609,8.5975,26469974.089315653
2023 Toyota Fortuner 2.8 GR Sport 4X2 SUV,Toyota,Fortuner GR Sport 4X2,509000000.0,2023,42500,DKI Jakarta,2,0.036701314237700705,490980374.9735516,606148611.0784587,628395061.728395,57584118.05245355,9.499999999999996,59697530.86419749
2022 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,281000000.0,2022,32500,Banten,3,0.042094638340216504,269649213.8636845,369889182.25471115,385459533.60768163,33413322.79700889,9.03333333333333,34819844.53589388
2019 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV,Mitsubishi,Pajero Sport Dakar 4X2,385000000.0,2019,72500,DKI Jakarta,6,0.030305866496948698,373675441.94327873,703136269.0181576,724445422.9161844,54910137.84581315,7.809316666666666,56574237.15269741
2011 Mercedes-Benz SLK250 1.8 AMG Convertible,Mercedes-Benz,SLK250 AMG,549000000.0,2011,32500,DKI Jakarta,14,0.053560477898215,521090161.9005484,2277811292.4985075,2399811953.8866787,125480080.75699708,5.508800538931356,132200853.84904848
2021 Honda City 1.5 RS Hatchback,Honda,City RS,203500000.0,2021,37500,Banten,4,0.015601299052567299,200373906.758332,305401473.4923518,310166133.2114007,26256891.68350494,8.597499999999998,26666533.302850172
2017 Porsche Macan 2.0 SUV,Porsche,Macan,668000000.0,2017,12500,DKI Jakarta,8,0.0380879806953157,643490737.2230346,1494865862.6589339,1551802284.7779737,106421890.6794874,7.1191598749999985,110475285.5972467
2021 Toyota Avanza 1.5 G TSS MPV,Toyota,Avanza G TSS,203000000.0,2021,52500,DKI Jakarta,4,0.015601299052567299,199881587.5771076,304651101.3216089,309404054.2600213,26192378.436125323,8.5975,26601013.565005332
2021 Toyota Avanza 1.5 G TSS MPV,Toyota,Avanza G TSS,201000000.0,2021,52500,Jawa Barat,4,0.015601299052567299,197912310.85221002,301649612.6386374,306355738.4545039,25934325.446606852,8.5975,26338934.613625973
2023 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,295000000.0,2023,22500,DKI Jakarta,2,0.036701314237700705,284556405.9276969,351304204.8490085,364197530.8641975,33373899.46065581,9.5,34598765.43209875
2021 Toyota Kijang Innova 2.4 V MPV,Toyota,Kijang Innova V,395000000.0,2021,42500,Jawa Barat,4,0.015601299052567299,388932153.16727835,592794014.8868744,602042371.5896966,50965465.42989902,8.597499999999998,51760592.89742416
2021 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV,Mitsubishi,Pajero Sport Dakar 4X2,470000000.0,2021,57500,DKI Jakarta,4,0.015601299052567299,462780030.3509388,705349840.4983063,716354214.296601,60642452.53684187,8.597499999999998,61588553.574150264
2019 Toyota Calya 1.2 G MPV,Toyota,Calya G,108000000.0,2019,47500,Jawa Barat,6,0.030305866496948698,104823240.85681584,197243420.91937926,203221053.7011634,15403363.34376057,7.809316666666666,15870175.616860569
2019 Suzuki Baleno 1.4 Hatchback,Suzuki,Baleno,166000000.0,2019,57500,DKI Jakarta,6,0.030305866496948698,161117203.53917992,303170443.26497185,312358286.24438083,23675539.954298656,7.809316666666666,24393047.707396805
2015 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,150000000.0,2015,92500,DKI Jakarta,10,0.0636312113115612,141026324.1664706,404459547.67385274,430195798.6188661,26343322.350738216,6.513215599,28019579.86188661
2021 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,181000000.0,2021,17500,Jawa Barat,4,0.015601299052567299,178219543.60323387,271634725.80892223,275872580.39932936,23353795.55142209,8.5975,23718145.09983234
2012 MINI Cooper 1.6 S Hatchback,MINI,Cooper S,325000000.0,2012,132500,Banten,13,0.0427949999641975,311662407.29113424,1226116673.1055126,1278588336.0871649,70342635.83187526,5.737026285900769,73352948.92978191
