Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2017 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,151000000.0,2017,72500,DKI Jakarta,8,0.0380879806953157,145459732.51598537,337911295.3016452,350781654.1938234,24056445.34820748,7.1191598749999985,24972706.774227925
2014 Toyota Vellfire 2.4 Z MPV,Toyota,Vellfire Z,299000000.0,2014,72500,DKI Jakarta,11,0.0639492540819922,281028440.8329101,895535218.8053966,952804028.0521553,55864252.54295332,6.23808549009091,59436729.822923206
2014 Nissan March 1.2 XS Hatchback,Nissan,March XS,90000000.0,2014,82500,DKI Jakarta,11,0.0639492540819922,84590500.5851569,269559095.96149063,286797199.0792441,16815326.852393974,6.238085490090907,17890654.46174946
2022 Mercedes-Benz C200 1.5 Avantgarde Line Sedan,Mercedes-Benz,C200 Avantgarde Line,765000000.0,2022,7500,DKI Jakarta,3,0.042094638340216504,734098393.614657,1006993681.2272387,1049382716.0493826,90965095.87086053,9.033333333333331,94794238.68312752
2013 Porsche Cayenne 4.8 S SUV,Porsche,Cayenne S,675000000.0,2013,42500,DKI Jakarta,12,0.06412513301564181,634323895.8064137,2245954526.250786,2389976658.9937005,134302552.53703102,5.979753862658333,142914721.58280838
2022 Toyota Rush 1.5 GR Sport SUV,Toyota,Rush GR Sport,223000000.0,2022,42500,Jawa Barat,3,0.042094638340216504,213992080.75303075,293541948.9067637,305898491.0836762,26516622.717910975,9.03333333333333,27632830.361225408
2020 Land Rover Range Rover Sport 2.0 HSE PHEV SUV,Land Rover,Range Rover Sport HSE PHEV,4250000000.0,2020,17500,DKI Jakarta,5,0.019209680056685,4169897601.211587,7061758202.868104,7197412318.582871,578372120.3313034,8.190199999999999,589482463.7165743
2015 Mercedes-Benz S400L 3.0 Exclusive CBU Sedan,Mercedes-Benz,S400L Exclusive CBU,575000000.0,2015,42500,DKI Jakarta,10,0.0636312113115612,540600909.304804,1550428266.0831022,1649083894.7056534,100982735.67782983,6.513215599,107408389.47056535
2015 Mercedes-Benz E250 2.0 AMG Convertible,Mercedes-Benz,E250 AMG,850000000.0,2015,22500,DKI Jakarta,10,0.0636312113115612,799149170.2766666,2291937436.8184986,2437776192.1735744,149278826.6541832,6.513215599,158777619.21735746
2015 Mercedes-Benz C250 2.0 AMG Sedan,Mercedes-Benz,C250 AMG,415000000.0,2015,37500,DKI Jakarta,10,0.0636312113115612,390172830.19390196,1119004748.5643258,1190208376.1788628,72883191.83704238,6.513215598999998,77520837.61788628
2024 BMW X6 3.0 xDrive40i M Sport Pro SUV,BMW,X6 xDrive40i M Sport Pro,1950000000.0,2024,2500,DKI Jakarta,1,0.0226,1906903970.271856,2118782189.190951,2166666666.6666665,211878218.91909504,9.999999999999996,216666666.6666665
2023 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,1060000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,1022473865.3673177,1262313414.0337255,1308641975.308642,119919774.33320391,9.499999999999998,124320987.65432096
2020 Honda Civic 1.5 RS Hatchback,Honda,Civic RS,332000000.0,2020,77500,Banten,5,0.019209680056685,325742589.0828816,551647934.9064025,562244915.2398854,45181069.16470417,8.190199999999999,46048983.04797709
2020 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV,Toyota,Fortuner VRZ TRD 4X2,410000000.0,2020,77500,DKI Jakarta,5,0.019209680056685,402272474.4698237,681251967.8060994,694338600.1456417,55795898.66725514,8.190199999999997,56867720.029128335
2022 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,975000000.0,2022,17500,DKI Jakarta,3,0.042094638340216504,935615599.7049551,1283423319.2111866,1337448559.6707819,115935906.50207718,9.033333333333331,120816186.55692728
2017 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,215000000.0,2017,77500,DKI Jakarta,8,0.0380879806953157,207111539.6750785,481131976.7539982,499457322.1965035,34252554.63486496,7.1191598749999985,35557165.27456294
2024 Toyota Camry 2.5 V Sedan,Toyota,Camry V,625000000.0,2024,2500,DKI Jakarta,1,0.0226,611187169.9589282,679096855.5099202,694444444.4444444,67909685.55099201,9.999999999999998,69444444.44444442
2017 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,560000000.0,2017,72500,DKI Jakarta,8,0.0380879806953157,539453312.6420649,1253180962.7080882,1300912095.0234509,89215956.2582529,7.1191598749999985,92614011.87793136
2022 Honda HR-V 1.5 Special Edition SUV,Honda,HR-V Special Edition,330000000.0,2022,27500,DKI Jakarta,3,0.042094638340216504,316669895.28475404,434389431.1176324,452674897.11934155,39239845.27762612,9.033333333333331,40891632.37311385
2018 Wuling Confero 1.5 S L Lux+ MPV,Wuling,Confero S L Lux+,95000000.0,2018,67500,DKI Jakarta,7,0.031983464156241,92055738.58460304,192465681.01236495,198621400.22233045,14344277.489680273,7.452901428571428,14803057.174618635
2023 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,305000000.0,2023,47500,DKI Jakarta,2,0.036701314237700705,294202385.7896527,363212821.9625342,376543209.87654316,34505218.08644074,9.499999999999998,35771604.93827158
2017 Toyota Kijang Innova 2.4 Venturer MPV,Toyota,Kijang Innova Venturer,398000000.0,2017,82500,Banten,8,0.0380879806953157,383397175.77061045,890653612.7818199,924576810.391667,63407054.626401186,7.1191598749999985,65822101.298958376
2021 Toyota Raize 1.0 GR Sport (2 Tone) SUV,Toyota,Raize GR Sport (2 Tone),210000000.0,2021,42500,Jawa Timur,4,0.015601299052567299,206774056.11424926,315156311.71200925,320073159.5793325,27095563.899439998,8.5975,27518289.894833118
2021 Suzuki SX4 S-Cross 1.5 Hatchback,Suzuki,SX4 S-Cross,205000000.0,2021,87500,DKI Jakarta,4,0.015601299052567299,201850864.30200523,307652590.00458044,312452370.06553876,26450431.4256438,8.5975,26863092.51638469
2016 BMW X3 2.0 xDrive20d xLine SUV,BMW,X3 xDrive20d xLine,360000000.0,2016,52500,DKI Jakarta,9,0.035258051568793,347739386.768805,897576139.2134451,929222925.0167508,61092972.49384889,6.8064390111111095,63246991.66852787
2021 Wuling Almaz 1.5 RS Pro SUV,Wuling,Almaz RS Pro,190000000.0,2021,47500,Jawa Timur,4,0.015601299052567299,187081288.86527315,285141424.88229406,289590001.5241579,24515034.004255228,8.597499999999998,24897500.38103947
2018 Toyota Kijang Innova 2.4 G MPV,Toyota,Kijang Innova G,302000000.0,2018,82500,Jawa Barat,7,0.031983464156241,292640347.9215802,611838270.1656234,631406977.5488822,45599703.177720465,7.452901428571429,47058139.64984032
2022 Toyota Agya 1.2 GR Sport Hatchback,Toyota,Agya GR Sport,140000000.0,2022,12500,DKI Jakarta,3,0.042094638340216504,134344804.0601987,184286425.32263193,192043895.74759945,16647207.087477744,9.03333333333333,17347965.24919982
2024 Toyota Vellfire 2.5 HEV Executive Lounge VIP Type MPV,Toyota,Vellfire HEV Executive Lounge VIP Type,1650000000.0,2024,7500,DKI Jakarta,1,0.0226,1613534128.6915705,1792815698.5461893,1833333333.333333,179281569.8546188,9.999999999999993,183333333.33333302
2022 Honda BR-V 1.5 Prestige SUV,Honda,BR-V Prestige,245000000.0,2022,30000,DKI Jakarta,3,0.042094638340216504,235103407.1053477,322501244.31460583,336076817.558299,29132612.403086048,9.03333333333333,30358939.186099667
2022 Hyundai Creta 1.5 Style SUV,Hyundai,Creta Style,235000000.0,2022,47500,DKI Jakarta,3,0.042094638340216504,225507349.67247635,309337928.2201321,322359396.4334704,27943526.18255192,9.03333333333333,29119798.81115681
2023 Toyota Veloz 1.5 Q (Premium Color) MPV,Toyota,Veloz Q (Premium Color),235000000.0,2023,22500,DKI Jakarta,2,0.036701314237700705,226680526.75596192,279852502.1678542,290123456.7901234,26585987.705946133,9.499999999999995,27561728.3950617
2020 Lexus LM 350 3.5 7 Seater MPV,Lexus,LM 350 7 Seater,1225000000.0,2020,28000,DKI Jakarta,5,0.019209680056685,1201911661.5256927,2035447952.5913944,2074548256.5327096,166707258.21314034,8.190199999999997,169909651.30654192
2022 Toyota Land Cruiser 3.3 300 GR-S 70th Anniversary SUV,Toyota,Land Cruiser 300 GR-S 70th Anniversary,2175000000.0,2022,11000,DKI Jakarta,3,0.042094638340216504,2087142491.6495152,2863021250.5480313,2983539094.650205,258626252.96617207,9.033333333333331,269513031.5500684
2022 Suzuki Carry 1.5 Pick Up Wide Deck AC/PS Lorry,Suzuki,Carry Pick Up Wide Deck AC/PS,115000000.0,2022,17500,DKI Jakarta,3,0.042094638340216504,110354660.47802034,151378135.08644763,157750342.93552807,13674491.53614243,9.03333333333333,14250114.31184269
2022 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,1050000000.0,2022,13000,DKI Jakarta,3,0.042094638340216504,1007586030.4514902,1382148189.9197395,1440329218.1069958,124854053.1560831,9.033333333333331,130109739.3689986
2024 Hyundai Palisade 2.2 Signature 2WD SUV,Hyundai,Palisade Signature 2WD,875000000.0,2024,7500,DKI Jakarta,1,0.0226,855662037.9424995,950735597.7138883,972222222.2222221,95073559.77138877,9.999999999999993,97222222.22222209
2023 Mitsubishi Pajero Sport 2.4 Dakar 4x2 SUV,Mitsubishi,Pajero Sport Dakar 4x2,498000000.0,2023,27500,DKI Jakarta,2,0.036701314237700705,480369797.1254002,593049132.2535805,614814814.8148148,56339667.56409013,9.499999999999998,58407407.4074074
2023 Honda CR-V 2.0 RS e:HEV SUV,Honda,CR-V RS e:HEV,675000000.0,2023,7500,DKI Jakarta,2,0.036701314237700705,651103640.6820183,803831655.1629854,833333333.3333331,76364007.24048358,9.499999999999996,79166666.66666657
2020 Honda Civic 1.5 RS Hatchback,Honda,Civic RS,380000000.0,2020,32500,DKI Jakarta,5,0.019209680056685,372837903.16715366,631404262.8446774,643533336.7203507,51713271.93550476,8.190199999999997,52706667.34407015
2017 Mercedes-Benz AMG G63 5.5 SUV,Mercedes-Benz,AMG G63,3750000000.0,2017,7500,DKI Jakarta,8,0.0380879806953157,3612410575.7281137,8391836803.848806,8711464922.03204,597428278.5150867,7.119159875,620183115.254005
2017 Nissan March 1.2 Hatchback,Nissan,March,95000000.0,2017,32500,DKI Jakarta,8,0.0380879806953157,91514401.25177889,212593199.03083643,220690444.6914783,15134849.722382193,7.1191598749999985,15711305.586434789
2017 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,151000000.0,2017,87500,DKI Jakarta,8,0.0380879806953157,145459732.51598537,337911295.3016452,350781654.1938234,24056445.34820748,7.1191598749999985,24972706.774227925
2017 Mercedes-Benz AMG C43 3.0 Sedan,Mercedes-Benz,AMG C43,945000000.0,2017,14972,DKI Jakarta,8,0.0380879806953157,910327465.0834846,2114742874.569899,2195289160.3520737,150551926.1858018,7.1191598749999985,156286145.0440092
2007 Land Rover Discovery 3 2.7 TDV6 HSE SUV,Land Rover,Discovery 3 TDV6 HSE,950000000.0,2007,147500,DKI Jakarta,18,0.06406562813257011,892802074.3111919,5948261059.061593,6329340140.106881,280858832.4861334,4.721696470572226,298852230.0059378
2022 Honda City 1.5 Sedan,Honda,City,238000000.0,2022,32500,DKI Jakarta,3,0.042094638340216504,228386166.90233776,313286923.04847425,326474622.770919,28300252.048712164,9.033333333333331,29491540.923639674
2021 Hyundai Palisade 2.2 Signature SUV,Hyundai,Palisade Signature,580000000.0,2021,57500,DKI Jakarta,4,0.015601299052567299,571090250.2203075,870431718.0617398,884011583.6000609,74835366.96035808,8.5975,76002895.90001523
2019 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,365000000.0,2019,82500,Banten,6,0.030305866496948698,354263730.673498,666609709.5886428,686811894.4530059,52057663.15252414,7.809316666666666,53635315.74216765
2022 Hyundai Palisade 2.2 Signature SUV,Hyundai,Palisade Signature,765000000.0,2022,7500,DKI Jakarta,3,0.042094638340216504,734098393.614657,1006993681.2272387,1049382716.0493826,90965095.87086053,9.033333333333331,94794238.68312752
2019 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,235000000.0,2019,47500,DKI Jakarta,6,0.030305866496948698,228087607.41992337,429187073.29679745,442193959.44234633,33516577.646145683,7.809316666666666,34532326.57372439
2018 Nissan Terra 2.5 4x2 VL SUV,Nissan,Terra 4x2 VL,310000000.0,2018,115000,DKI Jakarta,7,0.031983464156241,300392410.11817837,628045906.4614015,648132990.1991836,46807642.33474616,7.452901428571428,48304712.88559765
2023 Mercedes-Benz GLE450 3.0 AMG Line 4MATIC SUV,Mercedes-Benz,GLE450 AMG Line 4MATIC,1570000000.0,2023,7500,DKI Jakarta,2,0.036701314237700705,1514418838.3270648,1869652886.8235366,1938271604.9382713,177617024.24823594,9.499999999999996,184135802.46913564
2021 Toyota Veloz 1.5 Q TSS MPV,Toyota,Veloz Q TSS,225000000.0,2021,12500,DKI Jakarta,4,0.015601299052567299,221543631.55098134,337667476.8342956,342935528.1207133,29030961.320828557,8.597499999999998,29483882.030178323
